DMQ_RESP_GENDER,DMQ_RESP_AGE_RECODED,DMQ_REGION,DMQ_HHCMP10,DMQ_KIDS02,DMQ_UK02EDU,DMQ_UK01MAR,DMQ_UK02INC,DMQ_UK02ETH,DMQ_EMP01,DMQ_EMP01_RECODED,UK01SG,DMQ_UK01SG_RECODED,Q2089090438Edibleinsects,Q2089090438Labgrownmeatsometimesreferredtoasculturedmeatorcu,Q2089090438Plantbasedproteins,Q2011120850,Q2055782931,Q2021612575,Q2018263715Labgrownmeatsometimesreferredtoasculturedmeatorcu,Q2018263715Edibleinsectsegmealwormsgrasshoppers,Q2018263715Plantbasedproteinsegsoyhempseedquinoa,Q2081472983__1,Q2081472983__2,Q2081472983__3,Q2081472983__4,Q2081472983__5,Q2081472983__6,Q2081472983__7,Q2081472983__8,Q2081472983__9,Q2081472983__10,Q2081472983__11,Q2081472983__12,Q2081472983__13,Q2081472983__14,Q2081472983__15,Q2081472983__16,Q2014663130__1,Q2014663130__2,Q2014663130__3,Q2014663130__4,Q2014663130__5,Q2014663130__6,Q2014663130__7,Q2014663130__8,Q2014663130__9,Q2014663130__10,Q2014663130__11,Q2014663130__12,Q2014663130__13,Q2014663130__14,Q2048926487__1,Q2048926487__2,Q2048926487__3,Q2048926487__4,Q2048926487__5,Q2048926487__6,Q2048926487__7,Q2048926487__8,Q2048926487__9,Q2048926487__10,Q2048926487__11,Q2048926487__12,Q2048926487__13,Q2048926487__14,Q2048926487__15,Q2048926487__16,Q2076922591__1,Q2076922591__2,Q2076922591__3,Q2076922591__4,Q2076922591__5,Q2076922591__6,Q2076922591__7,Q2076922591__8,Q2076922591__9,Q2076922591__10,Q2076922591__11,Q2076922591__12,Q2076922591__13,Q2076922591__14,Q2076922591__15,Q2076922591__16,Q2030507574__1,Q2030507574__2,Q2030507574__3,Q2030507574__4,Q2030507574__5,Q2030507574__6,Q2030507574__7,Q2030507574__8,Q2030507574__9,Q2030507574__10,Q2030507574__11,Q2030507574__12,Q2030507574__13,Q2030507574__14,Q2010395150__1,Q2010395150__2,Q2010395150__3,Q2010395150__4,Q2010395150__5,Q2010395150__6,Q2010395150__7,Q2010395150__8,Q2010395150__9,Q2010395150__10,Q2010395150__11,Q2010395150__12,Q2010395150__13,Q2010395150__14,Q2010395150__15,Q2010395150__16,Q2064542117__1,Q2064542117__2,Q2064542117__3,Q2064542117__4,Q2064542117__5,Q2064542117__6,Q2064542117__7,Q2064542117__8,Q2064542117__9,Q2064542117__10,Q2064542117__11,Q2064542117__12,Q2064542117__13,Q2064542117__14,Q2064542117__15,Q2064542117__16,Q2001302316__1,Q2001302316__2,Q2001302316__3,Q2001302316__4,Q2001302316__5,Q2001302316__6,Q2001302316__7,Q2001302316__8,Q2001302316__9,Q2001302316__10,Q2001302316__11,Q2001302316__12,Q2001302316__13,Q2001302316__14,Q2073788224__1,Q2073788224__2,Q2073788224__3,Q2073788224__4,Q2073788224__5,Q2073788224__6,Q2073788224__7,Q2073788224__8,Q2073788224__9,Q2073788224__10,Q2073788224__11,Q2073788224__12,Q2073788224__13,Q2073788224__14,Q2073788224__15,Q2073788224__16,Q2053017755,Q2079418049Wholeedibleinsects,Q2079418049Groundintoafoodforaddedproteinegbreadburgersfalaf,Q2079418049Madeintosweetsorjellies,Q2079418049Madeintobeveragesegsportsdrinksproteinshakes,Q2079418049Amealorproteinreplacement,DPWeight
2,5,5,3,0,3,3,5,2,2,1,3,2,1,1,1,1,2,2,4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , ,5,3,6,3,2,.61155
2,1,2,5,2,3,3,6,2,2,1,2,1,1,1,1,6,6,6,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,3,3,.63425
1,5,6,1,0,6,1,4,24,1,1,2,1,1,3,1,3,3,5,5,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,1,1,1,1,1,.71994
1,6,3,1,0,6,6,6,2,7,2,3,2,1,1,1,3,2,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,4,3,.82593
2,4,7,2,0,5,3,9,2,1,1,4,3,2,2,1,1,1,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, ,2,2,2,2,2,1.41467
2,3,3,3,0,5,1,1,14,4,2,3,2,2,2,2,3,6,3,2,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , ,3,3,3,3,3,.92641
2,3,9,3,1,7,3,8,2,2,1,3,2,1,2,2,4,2,2,4,4,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,2,4,2,4,.65959
2,5,6,2,0,3,3,7,2,6,2,2,1,1,2,1,1,2,3,6,4,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , ,4,2,2,4,6,.8741
1,4,5,1,0,6,1,3,2,1,1,5,4,1,1,1,3,2,6,4,5,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,1.07563
1,5,10,2,0,5,3,6,2,3,1,4,3,1,1,1,2,1,2,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0, ,2,2,2,2,2,1.77345
1,4,12,2,0,3,3,3,2,5,2,6,4,1,2,2,2,2,4,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,2,2,2.49614
2,5,3,2,0,5,2,8,2,3,1,2,1,1,2,2,1,3,3,4,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,.54685
1,5,6,3,0,4,3,7,2,7,2,2,1,1,1,1,3,3,3,2,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,6,6,5,5,.61269
2,2,4,4,2,5,3,8,2,2,1,2,1,1,1,1,2,4,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,1,1,.81308
2,4,2,4,0,3,2,6,2,6,2,6,4,3,3,3,1,6,6,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , ,5,5,5,5,5,1.08914
1,1,8,3,1,5,3,6,19,3,1,4,3,2,2,1,1,1,6,2,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0, ,1,2,1,2,1,1.94143
2,2,9,1,0,5,1,6,2,1,1,3,2,1,3,2,1,6,4,5,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,.89439
1,5,4,2,0,5,3,5,2,7,2,2,1,1,1,2,4,2,2,2,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , ,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,.59656
2,2,7,1,0,7,1,9,24,1,1,2,1,3,2,1,1,5,3,3,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,.82059
1,4,6,1,0,5,1,5,2,1,1,2,1,1,2,1,1,2,5,3,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,3,3,4,.7664
1,4,6,4,1,3,3,4,2,6,2,6,4,3,3,1,2,6,6,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,2,3,3,.95274
1,5,9,3,1,6,3,1,5,6,2,6,4,3,1,1,2,2,4,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0, , , , , , , , , , , , , , , , , ,4,3,4,4,4,.884
1,6,8,3,0,6,3,10,2,3,1,1,1,2,2,2,3,3,3,4,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,4,.75598
1,4,9,1,0,6,1,1,3,3,1,2,1,3,2,2,2,6,6,4,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , ,4,4,4,4,4,.75699
2,6,4,1,0,3,5,2,2,7,2,6,4,3,3,2,6,2,6,5,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,4,1.06372
1,2,9,6,10,7,3,10,2,1,1,2,1,1,1,1,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0, ,1,1,1,1,1,1.42159
1,3,9,1,0,5,1,1, ,5,2,6,4,1,1,1,1,2,2,3,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,2,2,6,6,1.05426
2,6,2,1,0,6,1,2,3,7,2,3,2,1,1,2,2,2,2,5,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,.87413
2,6,9,1,0,6,5,5,18,7,2,3,2,3,2,2,1,3,6,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,.97054
1,4,8,3,0,7,3,9,18,1,1,2,1,1,1,1,3,1,2,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,2,1,5,1,2,.77787
2,5,2,4,2,5,3,11, ,1,1,3,2,4,4,1,2,4,6,5,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,3,.56624
2,5,5,2,0,3,3,5,2,6,2,4,3,2,2,2,2,6,4,5,5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,1.77293
2,2,10,5,3,3,3,5,2,5,2,6,4,1,2,1,1,4,4,4,5,2,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,4,4,4,2,1.29818
2,1,8,2,0,6,2,11,2,8,2,6,4,1,1,1,1,6,4,5,5,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,1.29913
1,6,8,1,0,5,6,2,2,7,2,4,3,3,3,3,2,2,4,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,4,3,1.83021
1,3,6,3,0,5,1,6,2,4,2,3,2,1,1,1,2,2,2,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,3,3,1.02196
1,6,7,2,0,3,3,7,2,7,2,5,4,1,1,1,1,2,6,2,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0, ,3,2,4,2,2,.90989
1,6,6,2,0,3,3,6,2,7,2,6,4,1,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0, ,3,2,3,3,2,.92594
2,2,9,3,1,6,3,9,2,1,1,4,3,1,2,2,1,2,3,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0, ,2,1,1,1,2,1.74123
1,1,1,4,0,3,1,11, ,8,2,2,1,3,1,1,2,5,6,5,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,.57831
1,5,4,1,0,7,5,8,2,1,1,3,2,1,1,1,1,3,3,4,4,7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , ,4,2,4,5,4,.98041
2,1,7,4,2,5,1,9,2,2,1,3,2,2,3,1,1,3,6,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,4,4,4,4,4,.7597
1,6,4,2,0,6,2,7,2,7,2,2,1,1,3,1,2,2,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0, ,2,2,3,4,2,.61719
2,3,5,2,0,5,3,8,23,1,1,2,1,1,4,2,3,2,4,3,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,.5917
2,2,6,3,1,5,3,7,2,6,2,2,1,2,3,2,6,6,4,5,5,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,1.24352
2,3,3,4,1,5,2,8,2,1,1,5,4,2,3,3,2,3,6,3,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , ,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , ,5,5,5,5,5,.69169
2,3,10,5,3,6,3,7,2,1,1,2,1,1,1,1,2,2,3,3,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , ,4,2,2,2,3,.53326
1,4,4,1,0,6,1,7,2,3,1,2,1,1,1,1,2,2,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0, ,2,1,1,1,1,.74622
